ocel:eid,ocel:timestamp,ocel:activity,ocel:type:MATNR,ocel:type:WERKS,ocel:type:QNAME,ocel:type:NLPLA,ocel:type:NLQNR
209,1996-09-19 17:25:35,Transfer Confirmation,['99-120'],['1000'],['ERNESTI'],['WE-ZONE'],['WE-ZONE_0000000154']
210,1996-09-19 17:25:35,Transfer Confirmation,['99-100'],['1000'],['ERNESTI'],['WE-ZONE'],['WE-ZONE_0000000155']
211,1996-09-19 17:26:55,Transfer Confirmation,['99-100'],['1000'],['ERNESTI'],['WE-ZONE'],['WE-ZONE_0000000156']
212,1996-09-19 17:26:55,Transfer Confirmation,['99-100'],['1000'],['ERNESTI'],['WE-ZONE'],['WE-ZONE_0000000156']
213,1996-09-23 10:31:34,Transfer Confirmation,['103-100'],['1000'],['ERNESTI'],['01-01-01'],['01-01-01_0000000164']
214,1996-09-23 10:31:34,Transfer Confirmation,['103-100'],['1000'],['ERNESTI'],['03-01-01'],['03-01-01_0000000165']
215,1996-09-23 10:31:34,Transfer Confirmation,['103-100'],['1000'],['ERNESTI'],['01-01-02'],['01-01-02_0000000166']
216,1996-09-23 10:31:34,Transfer Confirmation,['103-100'],['1000'],['ERNESTI'],['03-01-02'],['03-01-02_0000000167']
217,1996-09-23 10:31:34,Transfer Confirmation,['103-100'],['1000'],['ERNESTI'],['01-01-03'],['01-01-03_0000000168']
218,1996-09-23 10:31:34,Transfer Confirmation,['103-100'],['1000'],['ERNESTI'],['03-01-03'],['03-01-03_0000000169']
219,1996-09-23 10:31:34,Transfer Confirmation,['103-200'],['1000'],['ERNESTI'],['01-01-04'],['01-01-04_0000000170']
220,1996-09-23 10:31:35,Transfer Confirmation,['103-200'],['1000'],['ERNESTI'],['03-01-04'],['03-01-04_0000000171']
221,1996-09-23 10:31:35,Transfer Confirmation,['100-300'],['1000'],['ERNESTI'],['01-01-05'],['01-01-05_0000000172']
222,1996-09-23 10:31:35,Transfer Confirmation,['100-300'],['1000'],['ERNESTI'],['03-01-05'],['03-01-05_0000000173']
223,1996-09-23 10:31:35,Transfer Confirmation,['100-300'],['1000'],['ERNESTI'],['01-01-06'],['01-01-06_0000000174']
224,1996-09-23 10:31:35,Transfer Confirmation,['100-300'],['1000'],['ERNESTI'],['03-01-06'],['03-01-06_0000000175']
225,1996-09-23 10:31:35,Transfer Confirmation,['100-300'],['1000'],['ERNESTI'],['01-01-07'],['01-01-07_0000000176']
226,1996-09-23 10:31:35,Transfer Confirmation,['100-300'],['1000'],['ERNESTI'],['03-01-07'],['03-01-07_0000000177']
227,1996-09-23 10:31:35,Transfer Confirmation,['103-400'],['1000'],['ERNESTI'],['01-01-08'],['01-01-08_0000000178']
228,1996-09-23 10:31:35,Transfer Confirmation,['103-400'],['1000'],['ERNESTI'],['03-01-08'],['03-01-08_0000000179']
229,1996-09-23 10:31:35,Transfer Confirmation,['100-500'],['1000'],['ERNESTI'],['01-01-09'],['01-01-09_0000000180']
230,1996-09-23 10:31:35,Transfer Confirmation,['100-500'],['1000'],['ERNESTI'],['03-01-09'],['03-01-09_0000000181']
231,1996-09-23 10:31:35,Transfer Confirmation,['100-600'],['1000'],['ERNESTI'],['01-01-10'],['01-01-10_0000000182']
232,1996-09-23 10:31:36,Transfer Confirmation,['100-600'],['1000'],['ERNESTI'],['03-01-10'],['03-01-10_0000000183']
233,1996-09-23 10:31:36,Transfer Confirmation,['100-600'],['1000'],['ERNESTI'],['01-02-01'],['01-02-01_0000000184']
234,1996-09-23 10:31:36,Transfer Confirmation,['100-600'],['1000'],['ERNESTI'],['03-02-01'],['03-02-01_0000000185']
235,1996-09-23 10:31:36,Transfer Confirmation,['100-600'],['1000'],['ERNESTI'],['01-02-02'],['01-02-02_0000000186']
236,1996-09-23 10:31:36,Transfer Confirmation,['100-600'],['1000'],['ERNESTI'],['03-02-02'],['03-02-02_0000000187']
237,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['01-02-03'],['01-02-03_0000000188']
238,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['03-02-03'],['03-02-03_0000000189']
239,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['01-02-04'],['01-02-04_0000000190']
240,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['03-02-04'],['03-02-04_0000000191']
241,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['01-02-05'],['01-02-05_0000000192']
242,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['03-02-05'],['03-02-05_0000000193']
243,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['01-02-06'],['01-02-06_0000000194']
244,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['03-02-06'],['03-02-06_0000000195']
245,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['01-02-07'],['01-02-07_0000000196']
246,1996-09-23 10:31:36,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['03-02-07'],['03-02-07_0000000197']
247,1996-09-23 11:11:42,Transfer Confirmation,['100-300'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000204']
248,1996-09-23 11:11:56,Transfer Confirmation,['103-100'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000198']
249,1996-09-23 11:11:56,Transfer Confirmation,['103-200'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000199']
250,1996-09-23 11:11:56,Transfer Confirmation,['103-400'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000200']
251,1996-09-23 11:11:56,Transfer Confirmation,['100-500'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000201']
252,1996-09-23 11:11:56,Transfer Confirmation,['100-600'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000202']
253,1996-09-23 11:11:56,Transfer Confirmation,['100-700'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000203']
254,1996-09-23 13:25:02,Transfer Confirmation,['100-300'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000204']
255,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['ERNESTI'],['01-01-01'],['01-01-01_0000000164']
256,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['ERNESTI'],['03-01-01'],['03-01-01_0000000165']
257,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['ERNESTI'],['01-01-02'],['01-01-02_0000000166']
258,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['ERNESTI'],['03-01-02'],['03-01-02_0000000167']
259,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['ERNESTI'],['01-01-03'],['01-01-03_0000000168']
260,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['ERNESTI'],['03-01-03'],['03-01-03_0000000169']
261,1996-09-23 23:58:00,Goods Receipt,['103-200'],['1000'],['ERNESTI'],['01-01-04'],['01-01-04_0000000170']
262,1996-09-23 23:58:00,Goods Receipt,['103-200'],['1000'],['ERNESTI'],['03-01-04'],['03-01-04_0000000171']
263,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['ERNESTI'],['01-01-05'],['01-01-05_0000000172']
264,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['ERNESTI'],['03-01-05'],['03-01-05_0000000173']
265,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['ERNESTI'],['01-01-06'],['01-01-06_0000000174']
266,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['ERNESTI'],['03-01-06'],['03-01-06_0000000175']
267,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['ERNESTI'],['01-01-07'],['01-01-07_0000000176']
268,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['ERNESTI'],['03-01-07'],['03-01-07_0000000177']
269,1996-09-23 23:58:00,Goods Receipt,['103-400'],['1000'],['ERNESTI'],['01-01-08'],['01-01-08_0000000178']
270,1996-09-23 23:58:00,Goods Receipt,['103-400'],['1000'],['ERNESTI'],['03-01-08'],['03-01-08_0000000179']
271,1996-09-23 23:58:00,Goods Receipt,['100-500'],['1000'],['ERNESTI'],['01-01-09'],['01-01-09_0000000180']
272,1996-09-23 23:58:00,Goods Receipt,['100-500'],['1000'],['ERNESTI'],['03-01-09'],['03-01-09_0000000181']
273,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['ERNESTI'],['01-01-10'],['01-01-10_0000000182']
274,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['ERNESTI'],['03-01-10'],['03-01-10_0000000183']
275,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['ERNESTI'],['01-02-01'],['01-02-01_0000000184']
276,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['ERNESTI'],['03-02-01'],['03-02-01_0000000185']
277,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['ERNESTI'],['01-02-02'],['01-02-02_0000000186']
278,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['ERNESTI'],['03-02-02'],['03-02-02_0000000187']
279,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['01-02-03'],['01-02-03_0000000188']
280,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['03-02-03'],['03-02-03_0000000189']
281,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['01-02-04'],['01-02-04_0000000190']
282,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['03-02-04'],['03-02-04_0000000191']
283,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['01-02-05'],['01-02-05_0000000192']
284,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['03-02-05'],['03-02-05_0000000193']
285,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['01-02-06'],['01-02-06_0000000194']
286,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['03-02-06'],['03-02-06_0000000195']
287,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['01-02-07'],['01-02-07_0000000196']
288,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['03-02-07'],['03-02-07_0000000197']
289,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000198']
290,1996-09-23 23:58:00,Goods Receipt,['103-200'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000199']
291,1996-09-23 23:58:00,Goods Receipt,['103-400'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000200']
292,1996-09-23 23:58:00,Goods Receipt,['100-500'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000201']
293,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000202']
294,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000203']
295,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000204']
296,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['ERNESTI'],['PROD-1320'],['PROD-1320_0000000204']
297,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['01-01-01'],['01-01-01_0000000237']
298,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['01-01-02'],['01-01-02_0000000238']
299,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['01-01-03'],['01-01-03_0000000239']
300,1996-09-23 23:58:00,Goods Receipt,['103-200'],['1000'],['D023728'],['01-01-04'],['01-01-04_0000000240']
301,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['01-01-05'],['01-01-05_0000000241']
302,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['01-02-01'],['01-02-01_0000000242']
303,1996-09-23 23:58:00,Goods Receipt,['103-400'],['1000'],['D023728'],['01-02-02'],['01-02-02_0000000243']
304,1996-09-23 23:58:00,Goods Receipt,['100-500'],['1000'],['D023728'],['01-02-03'],['01-02-03_0000000244']
305,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['01-02-04'],['01-02-04_0000000245']
306,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['01-02-05'],['01-02-05_0000000246']
307,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['01-03-01'],['01-03-01_0000000247']
308,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['01-03-02'],['01-03-02_0000000248']
309,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['01-03-03'],['01-03-03_0000000249']
310,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['01-03-04'],['01-03-04_0000000250']
311,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['01-03-05'],['01-03-05_0000000251']
312,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['01-04-01'],['01-04-01_0000000252']
313,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['01-04-02'],['01-04-02_0000000253']
314,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['01-04-03'],['01-04-03_0000000254']
315,1996-09-23 23:58:00,Goods Receipt,['103-200'],['1000'],['D023728'],['01-04-04'],['01-04-04_0000000255']
316,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['01-04-05'],['01-04-05_0000000256']
317,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['01-05-01'],['01-05-01_0000000257']
318,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['01-05-02'],['01-05-02_0000000258']
319,1996-09-23 23:58:00,Goods Receipt,['103-400'],['1000'],['D023728'],['01-05-03'],['01-05-03_0000000259']
320,1996-09-23 23:58:00,Goods Receipt,['100-500'],['1000'],['D023728'],['01-05-04'],['01-05-04_0000000260']
321,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['01-05-05'],['01-05-05_0000000261']
322,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['02-01-01'],['02-01-01_0000000262']
323,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['02-01-02'],['02-01-02_0000000263']
324,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['02-01-03'],['02-01-03_0000000264']
325,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['02-01-04'],['02-01-04_0000000265']
326,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['02-01-05'],['02-01-05_0000000266']
327,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['02-02-01'],['02-02-01_0000000267']
328,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['02-02-02'],['02-02-02_0000000268']
329,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['01-01-01'],['01-01-01_0000000269']
330,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['02-01-01'],['02-01-01_0000000270']
331,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['03-01-01'],['03-01-01_0000000271']
332,1996-09-23 23:58:00,Goods Receipt,['103-200'],['1000'],['D023728'],['01-01-02'],['01-01-02_0000000272']
333,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['02-01-02'],['02-01-02_0000000273']
334,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['03-01-02'],['03-01-02_0000000274']
335,1996-09-23 23:58:00,Goods Receipt,['103-400'],['1000'],['D023728'],['01-01-03'],['01-01-03_0000000275']
336,1996-09-23 23:58:00,Goods Receipt,['100-500'],['1000'],['D023728'],['02-01-03'],['02-01-03_0000000276']
337,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['03-01-03'],['03-01-03_0000000277']
338,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['01-01-04'],['01-01-04_0000000278']
339,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['02-01-04'],['02-01-04_0000000279']
340,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['03-01-04'],['03-01-04_0000000280']
341,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['01-01-05'],['01-01-05_0000000281']
342,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['02-01-05'],['02-01-05_0000000282']
343,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['03-01-05'],['03-01-05_0000000283']
344,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['01-01-06'],['01-01-06_0000000284']
345,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['02-01-06'],['02-01-06_0000000285']
346,1996-09-23 23:58:00,Goods Receipt,['103-100'],['1000'],['D023728'],['03-01-06'],['03-01-06_0000000286']
347,1996-09-23 23:58:00,Goods Receipt,['103-200'],['1000'],['D023728'],['01-01-07'],['01-01-07_0000000287']
348,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['02-01-07'],['02-01-07_0000000288']
349,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['03-01-07'],['03-01-07_0000000289']
350,1996-09-23 23:58:00,Goods Receipt,['100-300'],['1000'],['D023728'],['01-01-08'],['01-01-08_0000000290']
351,1996-09-23 23:58:00,Goods Receipt,['103-400'],['1000'],['D023728'],['02-01-08'],['02-01-08_0000000291']
352,1996-09-23 23:58:00,Goods Receipt,['100-500'],['1000'],['D023728'],['03-01-08'],['03-01-08_0000000292']
353,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['01-01-09'],['01-01-09_0000000293']
354,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['02-01-09'],['02-01-09_0000000294']
355,1996-09-23 23:58:00,Goods Receipt,['100-600'],['1000'],['D023728'],['03-01-09'],['03-01-09_0000000295']
356,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['01-01-10'],['01-01-10_0000000296']
357,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['02-01-10'],['02-01-10_0000000297']
358,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['03-01-10'],['03-01-10_0000000298']
359,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['01-02-01'],['01-02-01_0000000299']
360,1996-09-23 23:58:00,Goods Receipt,['100-700'],['1000'],['D023728'],['02-02-01'],['02-02-01_0000000300']
361,1996-11-27 20:35:23,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
362,1996-11-27 20:35:23,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
363,1996-11-27 20:36:40,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
364,1996-11-27 20:36:40,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
365,1996-11-27 20:36:40,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
366,1996-11-27 20:36:40,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
367,1996-11-27 20:36:40,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
368,1996-11-27 20:37:53,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
369,1996-11-27 20:37:53,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
370,1996-11-27 20:37:53,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
371,1996-11-27 20:37:53,Transfer Confirmation,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
372,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
373,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
374,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
375,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
376,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
377,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
378,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
379,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
380,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
381,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
382,1996-11-27 23:58:00,Goods Receipt,['M-10'],['3000'],['ODABASHIAN'],['01-01-01'],['01-01-01_0000000005']
383,1996-12-12 21:59:21,Transfer Confirmation,['M-10'],['3000'],['VANDIJK'],['0000001200'],['0000001200_0000000031']
384,1998-02-23 14:42:41,Transfer Confirmation,['103-100'],['1000'],['D023728'],['01-01-01'],['01-01-01_0000000237']
385,1998-02-23 14:43:47,Transfer Confirmation,['103-100'],['1000'],['D023728'],['01-01-02'],['01-01-02_0000000238']
386,1998-02-23 14:43:47,Transfer Confirmation,['103-100'],['1000'],['D023728'],['01-01-03'],['01-01-03_0000000239']
387,1998-02-23 14:44:35,Transfer Confirmation,['103-200'],['1000'],['D023728'],['01-01-04'],['01-01-04_0000000240']
388,1998-02-23 14:44:37,Transfer Confirmation,['100-300'],['1000'],['D023728'],['01-01-05'],['01-01-05_0000000241']
389,1998-02-23 14:44:37,Transfer Confirmation,['100-300'],['1000'],['D023728'],['01-02-01'],['01-02-01_0000000242']
390,1998-02-23 14:44:38,Transfer Confirmation,['103-400'],['1000'],['D023728'],['01-02-02'],['01-02-02_0000000243']
391,1998-02-23 14:44:38,Transfer Confirmation,['100-500'],['1000'],['D023728'],['01-02-03'],['01-02-03_0000000244']
392,1998-02-23 14:44:39,Transfer Confirmation,['100-600'],['1000'],['D023728'],['01-02-04'],['01-02-04_0000000245']
393,1998-02-23 14:44:39,Transfer Confirmation,['100-600'],['1000'],['D023728'],['01-02-05'],['01-02-05_0000000246']
394,1998-02-23 14:44:39,Transfer Confirmation,['100-600'],['1000'],['D023728'],['01-03-01'],['01-03-01_0000000247']
395,1998-02-23 14:44:40,Transfer Confirmation,['100-700'],['1000'],['D023728'],['01-03-02'],['01-03-02_0000000248']
396,1998-02-23 14:44:40,Transfer Confirmation,['100-700'],['1000'],['D023728'],['01-03-03'],['01-03-03_0000000249']
397,1998-02-23 14:44:41,Transfer Confirmation,['100-700'],['1000'],['D023728'],['01-03-04'],['01-03-04_0000000250']
398,1998-02-23 14:44:41,Transfer Confirmation,['100-700'],['1000'],['D023728'],['01-03-05'],['01-03-05_0000000251']
399,1998-02-23 14:44:41,Transfer Confirmation,['103-100'],['1000'],['D023728'],['01-04-01'],['01-04-01_0000000252']
